s_no,key,num_equality_compares,cumulative_avg
4155,trinkets,0,5.37
4156,languidly,4,5.37
4157,precious,4,5.37
4158,devouring,8,5.37
4159,unfailing,6,5.37
4160,talisman,6,5.37
4161,everybody,4,5.37
4162,tuileries,2,5.37
4163,monseigneur,2,5.37
4164,chambers,4,5.37
4165,tribunals,0,5.37
4166,scarecrows,2,5.37
4167,descended,2,5.37
4168,executioner,8,5.37
4169,pursuance,2,5.37
4170,required,6,5.37
4171,officiate,6,5.37
4172,frizzled,4,5.37
4173,powdered,4,5.37
4174,goldlaced,8,5.37
4175,stockings,6,5.37
4176,wheelthe,8,5.37
4177,raritymonsieur,2,5.37
4178,episcopal,0,5.36
4179,professors,4,5.36
4180,provinces,2,5.36
4181,monsieur,2,5.36
4182,presided,4,5.36
4183,monseigneurs,4,5.36
4184,reception,2,5.36
4185,seventeen,4,5.36
4186,eightieth,6,5.36
4187,possibly,6,5.36
4188,frizzled,2,5.36
4189,powdered,2,5.36
4190,goldlaced,2,5.36
4191,whitesilk,4,5.36
4192,stockinged,2,5.36
4193,monseigneur,2,5.36
4194,chocolate,2,5.36
4195,holiests,6,5.36
4196,submission,4,5.36
4197,cringing,8,5.36
4198,servility,2,5.36
4199,humiliation,8,5.36
4200,heavenwhich,4,5.36
4201,worshippers,2,5.36
4202,monseigneur,2,5.35
4203,troubled,6,5.35
4204,bestowing,4,5.35
4205,monseigneur,2,5.35
4206,circumference,2,5.35
4207,monseigneur,2,5.35
4208,sanctuary,2,5.35
4209,chocolate,2,5.35
4210,precious,4,5.35
4211,downstairs,4,5.35
4212,snuffbox,0,5.35
4213,stopping,4,5.35
4214,direction,4,5.35
4215,sanctuary,2,5.35
4216,downstairs,4,5.35
4217,handsomely,2,5.35
4218,transparent,2,5.34
4219,paleness,10,5.35
4220,expression,2,5.35
4221,beautifully,0,5.34
4222,otherwise,2,5.34
4223,slightly,2,5.34
4224,compressions,4,5.34
4225,persisted,2,5.34
4226,changing,4,5.34
4227,sometimes,2,5.34
4228,occasionally,4,5.34
4229,contracted,4,5.34
4230,something,2,5.34
4231,pulsation,0,5.34
4232,treachery,6,5.34
4233,countenance,2,5.34
4234,examined,6,5.34
4235,attention,4,5.34
4236,capacity,2,5.34
4237,horizontal,4,5.34
4238,handsome,2,5.33
4239,remarkable,4,5.33
4240,downstairs,4,5.33
4241,courtyard,4,5.33
4242,carriage,2,5.33
4243,reception,2,5.33
4244,monseigneur,2,5.33
4245,appeared,4,5.33
4246,circumstances,2,5.33
4247,agreeable,8,5.33
4248,dispersed,4,5.33
4249,escaping,6,5.33
4250,charging,4,5.33
4251,recklessness,2,5.33
4252,complaint,4,5.33
4253,sometimes,2,5.33
4254,footways,6,5.33
4255,patrician,8,5.33
4256,endangered,8,5.33
4257,barbarous,8,5.33
4258,wretches,8,5.33
4259,difficulties,6,5.33
4260,abandonment,6,5.33
4261,consideration,2,5.33
4262,understood,10,5.33
4263,carriage,2,5.33
4264,screaming,6,5.33
4265,clutching,2,5.33
4266,clutching,2,5.33
4267,children,2,5.33
4268,swooping,6,5.33
4269,fountain,4,5.33
4270,sickening,6,5.33
4271,inconvenience,2,5.33
4272,carriage,2,5.33
4273,probably,2,5.33
4274,carriages,6,5.33
4275,frightened,2,5.33
4276,monsieur,2,5.33
4277,nightcap,2,5.32
4278,basement,10,5.33
4279,fountain,2,5.32
4280,monsieur,2,5.32
4281,submissive,6,5.32
4282,abominable,2,5.32
4283,monsieur,2,5.32
4284,marquisit,2,5.32
4285,fountain,2,5.32
4286,suddenly,4,5.32
4287,carriage,2,5.32
4288,monsieur,2,5.32
4289,swordhilt,10,5.32
4290,shrieked,0,5.32
4291,desperation,4,5.32
4292,extending,4,5.32
4293,monsieur,2,5.32
4294,revealed,6,5.32
4295,watchfulness,6,5.32
4296,eagerness,6,5.32
4297,menacing,4,5.32
4298,anything,2,5.32
4299,remained,6,5.32
4300,submissive,6,5.32
4301,submission,4,5.32
4302,monsieur,2,5.32
4303,extraordinary,4,5.32
4304,yourselves,6,5.32
4305,children,2,5.32
4306,unearthly,2,5.31
4307,arrested,6,5.31
4308,miserable,4,5.31
4309,creature,2,5.31
4310,shoulder,2,5.31
4311,pointing,4,5.31
4312,fountain,2,5.31
4313,stooping,2,5.31
4314,motionless,6,5.31
4315,plaything,2,5.31
4316,philosopher,4,5.31
4317,monsieur,2,5.31
4318,philosopher,2,5.31
4319,throwing,6,5.31
4320,deigning,6,5.31
4321,assemblage,2,5.31
4322,monsieur,2,5.31
4323,gentleman,4,5.31
4324,accidentally,4,5.31
4325,suddenly,4,5.31
4326,disturbed,2,5.31
4327,carriage,2,5.31
4328,monsieur,2,5.30
4329,wretched,4,5.30
4330,grovelling,4,5.30
4331,pavement,2,5.30
4332,knitting,4,5.30
4333,smoothly,6,5.30
4334,unchanged,2,5.30
4335,willingly,2,5.30
4336,exterminate,6,5.30
4337,carriage,2,5.30
4338,sufficiently,6,5.30
4339,condition,4,5.30
4340,experience,8,5.30
4341,knitting,4,5.30
4342,steadily,8,5.30
4343,contemptuous,6,5.30
4344,carriages,2,5.30
4345,whirling,2,5.30
4346,succession,2,5.30
4347,minister,6,5.30
4348,stateprojector,12,5.30
4349,farmergeneral,2,5.30
4350,ecclesiastic,2,5.30
4351,continuous,8,5.30
4352,whirling,2,5.30
4353,remained,6,5.30
4354,soldiers,4,5.30
4355,spectacle,4,5.30
4356,fountain,2,5.30
4357,watching,2,5.30
4358,ballwhen,2,5.30
4359,conspicuous,2,5.30
4360,knitting,4,5.30
4361,steadfastness,6,5.30
4362,fountain,2,5.30
4363,according,4,5.29
4364,sleeping,4,5.29
4365,together,4,5.29
4366,monseigneur,2,5.29
4367,beautiful,2,5.29
4368,landscape,0,5.29
4369,abundant,4,5.29
4370,vegetable,2,5.29
4371,substitutes,6,5.29
4372,inanimate,4,5.29
4373,cultivated,4,5.29
4374,prevalent,4,5.29
4375,tendency,4,5.29
4376,appearance,6,5.29
4377,vegetating,6,5.29
4378,unwillinglya,2,5.29
4379,dejected,8,5.29
4380,disposition,6,5.29
4381,monsieur,2,5.29
4382,travelling,6,5.29
4383,carriage,2,5.29
4384,conducted,4,5.29
4385,posthorses,2,5.29
4386,postilions,6,5.29
4387,countenance,2,5.29
4388,monsieur,2,5.29
4389,impeachment,2,5.29
4390,breeding,4,5.28
4391,occasioned,8,5.29
4392,external,2,5.28
4393,circumstance,6,5.28
4394,controlthe,12,5.29
4395,brilliantly,4,5.29
4396,travelling,6,5.29
4397,carriage,2,5.29
4398,occupant,4,5.29
4399,monsieur,2,5.28
4400,glancing,2,5.28
4401,directly,2,5.28
4402,adjusted,4,5.28
4403,carriage,2,5.28
4404,cinderous,10,5.28
4405,departed,4,5.28
4406,together,4,5.28
4407,remained,6,5.28
4408,windmill,2,5.28
4409,fortress,0,5.28
4410,darkening,6,5.28
4411,stableyard,0,5.28
4412,posthorses,2,5.28
4413,fountain,2,5.28
4414,appointments,2,5.28
4415,shredding,2,5.28
4416,fountain,2,5.28
4417,yieldings,2,5.28
4418,expressive,4,5.28
4419,according,4,5.27
4420,inscription,4,5.27
4421,unswallowed,0,5.27
4422,children,2,5.27
4423,prospectlife,4,5.27
4424,captivity,4,5.27
4425,dominant,4,5.27
4426,heralded,2,5.27
4427,cracking,4,5.27
4428,postilions,2,5.27
4429,snakelike,2,5.27
4430,attended,2,5.27
4431,monsieur,2,5.27
4432,travelling,6,5.27
4433,carriage,2,5.27
4434,postinghouse,2,5.27
4435,fountain,2,5.27
4436,peasants,4,5.27
4437,suspended,4,5.27
4438,operations,2,5.26
4439,miseryworn,4,5.26
4440,meagreness,4,5.26
4441,frenchmen,8,5.26
4442,superstition,6,5.26
4443,monsieur,2,5.26
4444,submissive,6,5.26
4445,monseigneur,2,5.26
4446,courtonly,2,5.26
4447,difference,4,5.26
4448,propitiatewhen,0,5.26
4449,grizzled,8,5.26
4450,fountain,2,5.26
4451,monseigneur,2,5.26
4452,monseigneur,2,5.26
4453,monseigneur,2,5.26
4454,tattered,2,5.26
4455,carriage,2,5.26
4456,carriage,2,5.26
4457,monseigneur,2,5.26
4458,demanded,6,5.26
4459,traveller,6,5.26
4460,monseigneur,2,5.26
4461,clemency,6,5.26
4462,monseigneur,2,5.25
4463,swinging,6,5.25
4464,suffocated,6,5.26
4465,gracious,10,5.26
4466,permission,8,5.26
4467,monseigneur,2,5.26
4468,overlike,6,5.26
4469,sideways,2,5.26
4470,carriage,2,5.25
4471,recovered,2,5.25
4472,monseigneur,2,5.25
4473,produced,10,5.25
4474,sensation,4,5.25
4475,comparing,4,5.25
4476,monsieur,2,5.25
4477,conscience,4,5.25
4478,felicitously,2,5.25
4479,sensible,8,5.25
4480,accompanying,6,5.25
4481,carriage,2,5.25
4482,monsieur,2,5.25
4483,monsieur,2,5.25
4484,postmaster,4,5.25
4485,functionary,4,5.25
4486,obsequiousness,6,5.25
4487,examination,2,5.25
4488,examined,6,5.25
4489,official,6,5.25
4490,monsieur,2,5.25
4491,stranger,2,5.25
4492,business,2,5.25
4493,monseigneur,2,5.25
4494,flattered,4,5.25
4495,fellowwhere,2,5.25
4496,accursed,8,5.25
4497,accursed,8,5.25
4498,carriage,2,5.25
4499,halfdozen,2,5.25
4500,particular,6,5.25
4501,pointing,4,5.25
4502,halfdozen,2,5.25
4503,particular,6,5.25
4504,promptly,2,5.24
4505,presented,2,5.24
4506,breathless,4,5.24
4507,monsieur,2,5.24
4508,monseigneur,2,5.24
4509,precipitated,4,5.24
4510,hillside,0,5.24
4511,halfdozen,2,5.24
4512,suddenly,4,5.24
4513,fortunate,8,5.24
4514,carriage,2,5.24
4515,steepness,8,5.24
4516,gradually,6,5.24
4517,subsided,14,5.24
4518,swinging,2,5.24
4519,lumbering,4,5.24
4520,postilions,2,5.24
4521,thousand,2,5.24
4522,gossamer,0,5.24
4523,circling,8,5.24
4524,trotting,4,5.24
4525,distance,2,5.24
4526,steepest,2,5.24
4527,burialground,6,5.24
4528,inexperienced,6,5.24
4529,maybefor,2,5.24
4530,dreadfully,2,5.24
4531,distressful,0,5.24
4532,distress,2,5.23
4533,kneeling,4,5.23
4534,carriage,2,5.23
4535,presented,2,5.23
4536,carriagedoor,2,5.23
4537,monseigneur,2,5.23
4538,monseigneur,2,5.23
4539,petition,6,5.23
4540,exclamation,6,5.23
4541,impatience,2,5.23
4542,unchangeable,6,5.23
4543,monseigneur,2,5.23
4544,petitions,2,5.23
4545,monseigneur,2,5.23
4546,forester,2,5.23
4547,forester,2,5.23
4548,something,2,5.23
4549,monseigneur,2,5.23
4550,monseigneur,2,5.22
4551,monseigneur,2,5.22
4552,passionate,2,5.22
4553,together,4,5.22
4554,carriagedoor,2,5.22
4555,tenderly,8,5.22
4556,caressingly,6,5.22
4557,expected,8,5.22
4558,appealing,4,5.22
4559,monseigneur,2,5.22
4560,monseigneur,2,5.22
4561,petition,2,5.22
4562,monseigneur,2,5.22
4563,petition,2,5.22
4564,husbands,0,5.22
4565,otherwise,2,5.22
4566,forgotten,2,5.22
4567,monseigneur,2,5.22
4568,increase,6,5.22
4569,monseigneur,2,5.22
4570,monseigneur,2,5.22
4571,carriage,2,5.21
4572,postilions,2,5.21
4573,quickened,2,5.21
4574,monseigneur,2,5.21
4575,escorted,2,5.21
4576,diminishing,4,5.21
4577,distance,2,5.21
4578,remained,6,5.21
4579,impartially,8,5.21
4580,toilworn,2,5.21
4581,fountain,2,5.21
4582,enlarged,4,5.21
4583,twinkled,4,5.21
4584,casements,6,5.21
4585,casements,2,5.21
4586,darkened,4,5.21
4587,extinguished,4,5.21
4588,highroofed,4,5.21
4589,overhanging,6,5.21
4590,monsieur,2,5.21
4591,exchanged,2,5.21
4592,flambeau,6,5.21
4593,carriage,2,5.21
4594,monsieur,2,5.21
4595,monseigneur,2,5.21
4596,building,6,5.21
4597,monsieur,2,5.20
4598,courtyard,4,5.20
4599,staircase,2,5.20
4600,principal,8,5.20
4601,business,2,5.20
4602,altogether,2,5.20
4603,balustrades,2,5.20
4604,directions,2,5.20
4605,surveyed,2,5.20
4606,finished,6,5.20
4607,centuries,4,5.20
4608,monsieur,2,5.20
4609,flambeau,2,5.20
4610,preceded,8,5.20
4611,carriage,2,5.20
4612,sufficiently,6,5.20
4613,disturbing,8,5.20
4614,darkness,8,5.20
4615,remonstrance,2,5.20
4616,building,6,5.20
4617,flambeau,2,5.20
4618,flambeau,2,5.20
4619,nightair,8,5.20
4620,fountain,2,5.20
4621,together,4,5.20
4622,monsieur,2,5.20
4623,boarspears,6,5.20
4624,ridingrods,8,5.20
4625,ridingwhips,8,5.20
4626,benefactor,4,5.20
4627,avoiding,6,5.20
4628,monsieur,2,5.20
4629,flambeaubearer,10,5.20
4630,staircase,2,5.20
4631,corridor,4,5.20
4632,admitted,2,5.20
4633,apartment,4,5.20
4634,bedchamber,8,5.20
4635,uncarpeted,4,5.20
4636,luxuries,4,5.20
4637,befitting,12,5.20
4638,luxurious,8,5.20
4639,fourteenth,2,5.20
4640,louiswas,8,5.20
4641,conspicuous,2,5.20
4642,furniture,8,5.20
4643,diversified,6,5.20
4644,illustrations,6,5.20
4645,suppertable,0,5.20
4646,chateaus,4,5.20
4647,extinguishertopped,2,5.20
4648,jalousieblinds,2,5.20
4649,horizontal,2,5.20
4650,alternating,2,5.20
4651,glancing,2,5.20
4652,preparation,2,5.19
4653,expected,8,5.20
4654,monseigneur,2,5.19
4655,probable,4,5.19
4656,nevertheless,4,5.19
4657,monseigneur,2,5.19
4658,sumptuous,2,5.19
4659,opposite,4,5.19
4660,bordeaux,4,5.19
4661,attention,4,5.19
4662,horizontal,2,5.19
4663,monseigneur,2,5.19
4664,monseigneur,2,5.19
4665,darkness,8,5.19
4666,instructions,10,5.19
4667,imperturbable,8,5.19
4668,monseigneur,2,5.19
4669,monseigneur,2,5.19
4670,afternoon,6,5.19
4671,diminished,2,5.19
4672,distance,2,5.19
4673,monseigneur,2,5.19
4674,monseigneur,2,5.19
4675,postinghouses,4,5.19
4676,monseigneur,2,5.19
4677,monseigneur,2,5.19
4678,received,2,5.19
4679,yesterday,4,5.19
4680,monseigneur,2,5.18
4681,yesterday,4,5.18
4682,contrary,2,5.18
4683,intending,6,5.18
4684,detained,6,5.18
4685,answervarious,0,5.18
4686,business,2,5.18
4687,polished,2,5.18
4688,together,4,5.18
4689,conversation,4,5.18
4690,anticipate,6,5.18
4691,pursuing,2,5.18
4692,unexpected,4,5.18
4693,sustained,10,5.18
4694,necessary,2,5.18
4695,returned,2,5.18
4696,deepened,2,5.18
4697,lengthening,6,5.18
4698,straight,4,5.18
4699,graceful,4,5.18
4700,breeding,4,5.18
4701,reassuring,6,5.18
4702,anything,2,5.18
4703,expressly,2,5.18
4704,suspicious,2,5.18
4705,appearance,6,5.18
4706,suspicious,2,5.18
4707,circumstances,2,5.18
4708,surrounded,2,5.18
4709,pleasantly,14,5.18
4710,glancing,2,5.18
4711,distrust,4,5.18
4712,diplomacy,4,5.18
4713,pulsation,2,5.18
4714,marquisevery,6,5.18
4715,lingered,6,5.18
4716,instrument,4,5.18
4717,understand,2,5.17
4718,returned,2,5.17
4719,disgrace,6,5.17
4720,overshadowed,2,5.17
4721,fortress,2,5.17
4722,indefinitely,2,5.17
4723,possible,2,5.17
4724,calmness,2,5.17
4725,incommode,10,5.17
4726,perceive,2,5.17
4727,reception,2,5.17
4728,yesterday,4,5.17
4729,observed,4,5.17
4730,returned,2,5.17
4731,politeness,2,5.17
4732,opportunity,2,5.17
4733,consideration,2,5.17
4734,surrounded,2,5.17
4735,advantages,4,5.17
4736,solitude,2,5.17
4737,influence,8,5.17
4738,advantage,2,5.17
4739,influence,8,5.17
4740,yourself,2,5.17
4741,question,4,5.17
4742,disadvantage,6,5.17
4743,instruments,2,5.16
4744,correction,2,5.16
4745,families,6,5.16
4746,incommode,2,5.16
4747,obtained,2,5.16
4748,interest,4,5.16
4749,importunity,4,5.16
4750,comparatively,6,5.16
4751,ancestors,12,5.16
4752,surrounding,4,5.16
4753,knowledge,6,5.16
4754,poniarded,4,5.16
4755,professing,2,5.16
4756,insolent,4,5.16
4757,delicacy,12,5.16
4758,respecting,4,5.16
4759,daughterhis,14,5.17
4760,daughter,2,5.17
4761,privileges,4,5.17
4762,philosophy,6,5.17
4763,assertion,2,5.16
4764,inconvenience,2,5.16
4765,elegantly,4,5.16
4766,despondent,4,5.16
4767,becomingly,2,5.16
4768,containing,10,5.16
4769,regeneration,4,5.16
4770,asserted,16,5.17
4771,gloomily,6,5.17
4772,detested,2,5.17
4773,detestation,6,5.17
4774,involuntary,2,5.16
4775,deference,4,5.16
4776,deference,4,5.16
4777,compliment,8,5.16
4778,grandeur,10,5.17
4779,sustained,10,5.17
4780,grandeur,2,5.17
4781,thoughtfully,4,5.17
4782,dejectedly,0,5.16
4783,sideways,2,5.16
4784,stronger,4,5.16
4785,concentration,0,5.16
4786,keenness,8,5.16
4787,closeness,4,5.16
4788,comportable,6,5.16
4789,assumption,2,5.16
4790,indifference,4,5.16
4791,repression,6,5.16
4792,philosophy,2,5.16
4793,deference,4,5.16
4794,observed,4,5.16
4795,obedient,0,5.16
4796,supposed,2,5.16
4797,firecharred,4,5.16
4798,plunderwrecked,0,5.16
4799,shutting,12,5.16
4800,thousand,2,5.16
4801,meanwhile,6,5.16
4802,preserve,10,5.16
4803,fatigued,4,5.16
4804,terminate,2,5.16
4805,conference,2,5.16
4806,repeated,4,5.16
4807,inquiring,4,5.16
4808,delicately,2,5.16
4809,pointing,6,5.16
4810,honourable,6,5.16
4811,different,10,5.16
4812,injuring,2,5.16
4813,creature,2,5.16
4814,pleasure,2,5.16
4815,whatever,14,5.16
4816,separate,6,5.16
4817,twinbrother,4,5.16
4818,inheritor,4,5.16
4819,successor,2,5.16
4820,answered,4,5.16
4821,frightful,8,5.16
4822,responsible,6,5.16
4823,powerless,4,5.16
4824,implored,4,5.16
4825,tortured,2,5.16
4826,assistance,2,5.16
4827,touching,4,5.16
4828,forefingerthey,6,5.16
4829,standing,2,5.16
4830,hearthyou,2,5.16
4831,straight,4,5.16
4832,whiteness,6,5.16
4833,craftily,2,5.15
4834,compressed,4,5.15
4835,snuffbox,4,5.15
4836,delicate,2,5.15
4837,perpetuating,6,5.15
4838,culminating,6,5.15
4839,rational,6,5.15
4840,creature,2,5.15
4841,monsieur,2,5.15
4842,property,6,5.15
4843,renounce,4,5.15
4844,renounce,2,5.15
4845,property,6,5.15
4846,scarcely,12,5.15
4847,mentioning,8,5.15
4848,intention,8,5.15
4849,tomorrow,2,5.15
4850,probable,4,5.15
4851,supposition,2,5.15
4852,otherwise,2,5.15
4853,elsewhere,2,5.15
4854,relinquish,2,5.15
4855,wilderness,2,5.15
4856,glancing,2,5.15
4857,luxurious,4,5.15
4858,integrity,4,5.15
4859,daylight,4,5.15
4860,crumbling,2,5.15
4861,mismanagement,6,5.15
4862,extortion,8,5.15
4863,mortgage,2,5.15
4864,oppression,2,5.15
4865,nakedness,2,5.15
4866,suffering,4,5.15
4867,wellsatisfied,0,5.15
4868,qualified,4,5.15
4869,possible,2,5.15
4870,miserable,6,5.15
4871,endurance,0,5.14
4872,generation,4,5.14
4873,curiosity,2,5.14
4874,philosophy,2,5.14
4875,graciously,0,5.14
4876,countrymen,8,5.14
4877,nobility,4,5.14
4878,adjoining,8,5.14
4879,bedchamber,10,5.14
4880,brightly,2,5.14
4881,communication,4,5.14
4882,listened,6,5.14
4883,retreating,6,5.14
4884,attractive,4,5.14
4885,indifferently,4,5.14
4886,prospered,0,5.14
4887,observed,4,5.14
4888,prospering,0,5.14
4889,sensible,8,5.14
4890,indebted,6,5.14
4891,boastful,2,5.14
4892,compatriot,2,5.14
4893,daughter,2,5.14
4894,fatigued,4,5.14
4895,conveyed,4,5.14
4896,forcibly,2,5.14
4897,straight,4,5.14
4898,straight,4,5.14
4899,markings,0,5.14
4900,handsomely,4,5.14
4901,diabolic,6,5.14
4902,repeated,4,5.14
4903,daughter,2,5.14
4904,commences,2,5.14
4905,philosophy,2,5.13
4906,fatigued,4,5.13
4907,interrogate,6,5.13
4908,interrogate,2,5.13
4909,pleasure,2,5.13
4910,monsieur,2,5.13
4911,thereand,6,5.13
4912,monsieur,2,5.13
4913,summoned,8,5.13
4914,monsieur,2,5.13
4915,chamberrobe,10,5.13
4916,rustling,6,5.13
4917,softlyslippered,2,5.13
4918,tigerlooked,4,5.13
4919,enchanted,8,5.13
4920,impenitently,4,5.13
4921,periodical,4,5.13
4922,voluptuous,4,5.13
4923,unbidden,4,5.13
4924,peasants,4,5.13
4925,fountain,2,5.13
4926,pointing,8,5.13
4927,carriage,2,5.13
4928,fountain,2,5.13
4929,suggested,2,5.13
4930,fountain,2,5.13
4931,monsieur,2,5.13
4932,curtains,2,5.13
4933,composed,4,5.13
4934,resemblance,4,5.13
4935,conventionally,8,5.13
4936,assigned,6,5.13
4937,menpoets,10,5.13
4938,obstinate,8,5.13
4939,creatures,4,5.13
4940,darkness,8,5.13
4941,landscape,2,5.13
4942,darkness,8,5.13
4943,burialplace,6,5.13
4944,undistinguishable,0,5.13
4945,anything,2,5.13
4946,dreaming,6,5.13
4947,banquets,2,5.13
4948,inhabitants,4,5.13
4949,fountain,2,5.13
4950,fountain,2,5.13
4951,unheardboth,4,5.13
4952,radiance,4,5.13
4953,fountain,2,5.13
4954,crimsoned,2,5.12
4955,weatherbeaten,4,5.12
4956,monsieur,2,5.12
4957,sweetest,4,5.12
4958,underjaw,2,5.12
4959,awestricken,4,5.12
4960,movement,2,5.12
4961,casement,4,5.12
4962,unbarred,4,5.12
4963,shiveringchilled,2,5.12
4964,lightened,4,5.12
4965,population,6,5.12
4966,fountain,2,5.12
4967,roadside,4,5.12
4968,kneeling,4,5.12
4969,attendant,4,5.12
4970,breakfast,4,5.12
4971,gradually,6,5.12
4972,boarspears,2,5.12
4973,reddened,8,5.12
4974,trenchant,4,5.12
4975,sunshine,2,5.12
4976,shoulders,4,5.12
4977,freshness,4,5.12
4978,doorways,4,5.12
4979,sparkled,6,5.12
4980,irongrated,6,5.12
4981,impatient,4,5.12
4982,incidents,0,5.12
4983,belonged,2,5.12
4984,tramping,0,5.12
4985,everywhere,4,5.12
4986,saddling,2,5.11
4987,conveyed,4,5.11
4988,grizzled,2,5.11
4989,carrying,2,5.11
4990,distance,2,5.11
4991,kneehigh,6,5.11
4992,fountain,2,5.11
4993,fountain,2,5.11
4994,standing,2,5.11
4995,depressed,2,5.11
4996,whispering,6,5.11
4997,emotions,6,5.11
4998,curiosity,2,5.11
4999,surprise,2,5.11
5000,tethered,10,5.11
5001,anything,2,5.11
5002,stupidly,10,5.11
5003,particularly,8,5.11
5004,repaying,2,5.11
5005,interrupted,4,5.11
5006,postinghouse,2,5.11
5007,authorities,4,5.11
5008,purposeless,0,5.11
5009,penetrated,4,5.11
5010,particular,6,5.11
5011,portended,2,5.11
5012,hoistingup,2,5.11
5013,monsieur,2,5.11
5014,horseback,2,5.11
5015,conveying,4,5.11
5016,doubleladen,4,5.11
5017,portended,2,5.11
5018,surveyed,2,5.10
5019,building,6,5.10
5020,monsieur,2,5.10
5021,suddenly,4,5.10
5022,startled,4,5.10
5023,petrified,2,5.10
5024,attached,6,5.10
5025,scrawled,6,5.10
5026,promises,2,5.10
5027,established,8,5.10
5028,language,4,5.10
5029,conversant,2,5.10
5030,literature,6,5.10
5031,professor,8,5.10
5032,interest,4,5.10
5033,cultivated,2,5.10
5034,knowledge,6,5.10
5035,nobility,2,5.10
5036,tellsons,4,5.10
5037,carpenters,2,5.10
5038,attainments,6,5.10
5039,students,8,5.10
5040,unusually,4,5.10
5041,pleasant,2,5.10
5042,profitable,10,5.10
5043,translator,2,5.10
5044,something,2,5.10
5045,dictionary,6,5.10
5046,knowledge,6,5.10
5047,encouraged,8,5.10
5048,acquainted,2,5.10
5049,moreover,6,5.10
5050,circumstances,2,5.10
5051,evergrowing,6,5.10
5052,interest,4,5.10
5053,perseverance,10,5.10
5054,untiring,4,5.10
5055,industry,2,5.10
5056,prospered,2,5.10
5057,expected,8,5.10
5058,pavements,6,5.10
5059,expectation,2,5.10
5060,prospered,2,5.10
5061,expected,8,5.10
5062,prosperity,6,5.10
5063,consisted,8,5.10
5064,cambridge,10,5.10
5065,undergraduates,0,5.10
5066,tolerated,6,5.10
5067,smuggler,4,5.10
5068,contraband,2,5.10
5069,european,6,5.10
5070,languages,8,5.10
5071,conveying,2,5.10
5072,customhouse,8,5.10
5073,latitudes,2,5.10
5074,invariably,4,5.10
5075,waycharles,8,5.10
5076,compassionate,2,5.10
5077,tenderly,2,5.10
5078,beautiful,2,5.10
5079,confronted,12,5.10
5080,assassination,2,5.10
5081,deserted,6,5.10
5082,roadsthe,4,5.10
5083,dreamhad,6,5.10
5084,disclosed,4,5.10
5085,occupation,12,5.10
5086,opportunity,2,5.10
5087,armchair,2,5.10
5088,supported,4,5.10
5089,sufferings,12,5.10
5090,aggravated,10,5.10
5091,sharpness,8,5.10
5092,gradually,6,5.10
5093,restored,6,5.10
5094,energetic,2,5.10
5095,firmness,6,5.10
5096,strength,14,5.10
5097,resolution,4,5.10
5098,recovered,4,5.10
5099,sometimes,2,5.10
5100,exercise,2,5.10
5101,recovered,4,5.10
5102,faculties,4,5.10
5103,frequently,8,5.10
5104,observable,2,5.10
5105,sustained,10,5.10
5106,cheerful,8,5.10
5107,counting,10,5.10
5108,yesterday,4,5.10
5109,interest,4,5.10
5110,answered,4,5.10
5111,household,8,5.10
5112,opportunity,2,5.10
5113,constraint,4,5.10
5114,complied,10,5.10
5115,appeared,6,5.10
5116,speaking,4,5.10
5117,happiness,4,5.10
5118,intimate,10,5.11
5119,admiration,8,5.11
5120,deferentially,2,5.11
5121,rejoined,8,5.11
5122,constraint,2,5.11
5123,manifest,6,5.11
5124,manifest,6,5.11
5125,originated,4,5.11
5126,unwillingness,4,5.11
5127,approach,12,5.11
5128,hesitated,8,5.11
5129,anticipate,6,5.11
5130,earnestly,6,5.11
5131,earnestly,2,5.11
5132,anxieties,6,5.11
5133,daughter,2,5.11
5134,disinterestedly,6,5.11
5135,devotedly,10,5.11
5136,yourself,2,5.11
5137,stretched,4,5.11
5138,hurriedly,2,5.11
5139,motioned,8,5.11
5140,extended,6,5.11
5141,received,2,5.11
5142,remained,6,5.11
5143,satisfied,4,5.11
5144,overshadowed,2,5.11
5145,ungenerous,0,5.10
5146,selfdenial,12,5.11
5147,referred,8,5.11
5148,consideration,2,5.11
5149,respectfully,4,5.11
5150,together,4,5.11
5151,affection,2,5.10
5152,touching,6,5.11
5153,belonging,6,5.11
5154,circumstances,2,5.10
5155,nurtured,6,5.10
5156,parallels,2,5.10
5157,tenderness,6,5.10
5158,manettehow,4,5.10
5159,knowthat,4,5.10
5160,affection,2,5.10
5161,daughter,2,5.10
5162,reliance,4,5.10
5163,childhood,6,5.10
5164,constancy,2,5.10
5165,character,4,5.10
5166,trustfulness,4,5.10
5167,attachment,6,5.10
5168,perfectly,4,5.10
5169,restored,6,5.10
5170,invested,4,5.10
5171,character,4,5.10
5172,clinging,2,5.10
5173,brokenhearted,2,5.10
5174,dreadful,4,5.10
5175,restoration,4,5.10
5176,breathing,4,5.10
5177,quickened,2,5.10
5178,repressed,4,5.10
5179,agitation,6,5.10
5180,hallowed,2,5.10
5181,forborne,2,5.10
5182,forborne,2,5.10
5183,loveeven,8,5.10
5184,minebetween,10,5.10
5185,something,2,5.10
5186,answered,4,5.10
5187,mournfully,4,5.10
5188,mournful,4,5.10
5189,reproachful,8,5.10
5190,separation,4,5.10
5191,hopeless,2,5.10
5192,baseness,2,5.10
5193,possibility,2,5.10
5194,distance,2,5.10
5195,harboured,4,5.10
5196,thoughts,4,5.09
5197,honoured,4,5.09
